FREQ,FREQ_LABEL,REF_AREA,Country,INDICATOR,INDICATOR_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,PERIOD,PERIOD_LABEL,WELFARE_TYPE,WELFARE_TYPE_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
A,Annual,LTU,Lithuania,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_9,Period: 2014-2019,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,20.51596,,,,,30.71034,,,
A,Annual,LUX,Luxembourg,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_13,Period: 2010-2015,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,67.37331,,,,,61.74016,,,,,,,
A,Annual,LUX,Luxembourg,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_15,Period: 2015-2020,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,61.74016,,,,,77.76416,,
A,Annual,LUX,Luxembourg,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_3,Period: 2013-2018,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,66.26493,,,,,68.8626,,,,
A,Annual,LUX,Luxembourg,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_5,Period: 2007-2012,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,68.75902,,,,,63.95997,,,,,,,,,,
A,Annual,LUX,Luxembourg,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_6,Period: 2009-2014,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,68.99081,,,,,67.28101,,,,,,,,
A,Annual,LUX,Luxembourg,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_8,Period: 2012-2017,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,63.95997,,,,,65.69775,,,,,
A,Annual,LUX,Luxembourg,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_9,Period: 2014-2019,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,67.28101,,,,,69.27563,,,
A,Annual,LVA,Latvia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_13,Period: 2010-2015,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,15.9647,,,,,20.85962,,,,,,,
A,Annual,LVA,Latvia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_15,Period: 2015-2020,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,20.85962,,,,,28.52707,,
A,Annual,LVA,Latvia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_3,Period: 2013-2018,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,17.31295,,,,,25.66827,,,,
A,Annual,LVA,Latvia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_4,Period: 2006-2011,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,14.96617,,,,,15.54654,,,,,,,,,,,
A,Annual,LVA,Latvia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_5,Period: 2007-2012,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,19.5083,,,,,16.05298,,,,,,,,,,
A,Annual,LVA,Latvia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_6,Period: 2009-2014,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,16.11207,,,,,19.16761,,,,,,,,
A,Annual,LVA,Latvia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_8,Period: 2012-2017,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,16.05298,,,,,23.81665,,,,,
A,Annual,LVA,Latvia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_9,Period: 2014-2019,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,19.16761,,,,,26.8371,,,
A,Annual,MDA,Moldova,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_11,Period: 2016-2021,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,9.94288,,,,,10.60901,
A,Annual,MDA,Moldova,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_12,Period: 2008-2013,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,8.636712,,,,,10.07776,,,,,,,,,
A,Annual,MDA,Moldova,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_13,Period: 2010-2015,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,9.055512,,,,,10.25481,,,,,,,
A,Annual,MDA,Moldova,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_3,Period: 2013-2018,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,10.07776,,,,,10.39587,,,,
A,Annual,MDA,Moldova,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_4,Period: 2006-2011,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,7.823344,,,,,9.451042,,,,,,,,,,,
A,Annual,MDA,Moldova,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_6,Period: 2009-2014,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,8.843021,,,,,9.887843,,,,,,,,
A,Annual,MDA,Moldova,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_7,Period: 2011-2016,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,9.451042,,,,,9.94288,,,,,,
A,Annual,MDA,Moldova,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_8,Period: 2012-2017,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,9.373644,,,,,10.06041,,,,,
A,Annual,MDA,Moldova,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_9,Period: 2014-2019,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,9.887843,,,,,10.51559,,,
A,Annual,MDG,Madagascar,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_17,Period: 2005-2010,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,1.408843,,,,,1.182738,,,,,,,,,,,,
A,Annual,MDG,Madagascar,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_39,Period: 2010-2012,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,1.182738,,1.118724,,,,,,,,,,
A,Annual,MEX,Mexico,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_1,Period: 2008-2012,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,8.825823,,,,8.9172,,,,,,,,,,
A,Annual,MEX,Mexico,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_10,Period: 2016-2020,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,9.297324,,,,9.551502,,
A,Annual,MEX,Mexico,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_36,Period: 2010-2014,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,8.576127,,,,8.454639,,,,,,,,
A,Annual,MKD,North Macedonia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_13,Period: 2010-2015,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,8.84216,,,,,10.40772,,,,,,,
A,Annual,MKD,North Macedonia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_3,Period: 2013-2018,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,8.99817,,,,,12.40124,,,,
A,Annual,MKD,North Macedonia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_36,Period: 2010-2014,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,8.84216,,,,9.884313,,,,,,,,
A,Annual,MKD,North Macedonia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_6,Period: 2009-2014,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,8.201595,,,,,9.884313,,,,,,,,
A,Annual,MKD,North Macedonia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_8,Period: 2012-2017,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,9.048551,,,,,11.98883,,,,,
A,Annual,MKD,North Macedonia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_9,Period: 2014-2019,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,9.884313,,,,,13.45541,,,
A,Annual,MLI,Mali,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_51,Period: 2006-2009,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,2.161399,,,2.210796,,,,,,,,,,,,,
A,Annual,MLT,Malta,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_13,Period: 2010-2015,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,33.87546,,,,,39.54135,,,,,,,
A,Annual,MLT,Malta,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_15,Period: 2015-2020,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,39.54135,,,,,48.02693,,
A,Annual,MLT,Malta,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_3,Period: 2013-2018,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,37.58224,,,,,44.15051,,,,
A,Annual,MLT,Malta,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_6,Period: 2009-2014,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,32.82842,,,,,39.88536,,,,,,,,
A,Annual,MLT,Malta,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_8,Period: 2012-2017,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,35.49833,,,,,43.03334,,,,,
A,Annual,MLT,Malta,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_9,Period: 2014-2019,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,39.88536,,,,,45.64587,,,
A,Annual,MMR,Myanmar,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_45,Period: 2015-2017,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,4.768427,,5.47138,,,,,
A,Annual,MNE,Montenegro,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_12,Period: 2008-2013,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,16.51188,,,,,13.48933,,,,,,,,,
A,Annual,MNE,Montenegro,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_22,Period: 2012-2015,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,12.24422,,,13.26384,,,,,,,
A,Annual,MNE,Montenegro,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_3,Period: 2013-2018,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,12.52823,,,,,14.6081,,,,
A,Annual,MNE,Montenegro,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_4,Period: 2006-2011,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,12.92245,,,,,14.54426,,,,,,,,,,,
A,Annual,MNE,Montenegro,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_42,Period: 2012-2016,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,12.24422,,,,14.47442,,,,,,
A,Annual,MNE,Montenegro,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_6,Period: 2009-2014,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,16.12006,,,,,14.21385,,,,,,,,
A,Annual,MNG,Mongolia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_14,Period: 2014-2018,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,9.306553,,,,8.099156,,,,
A,Annual,MNG,Mongolia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_18,Period: 2010-2016,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,6.957614,,,,,,7.710069,,,,,,
A,Annual,MNG,Mongolia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_36,Period: 2010-2014,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,6.957614,,,,9.306553,,,,,,,,
A,Annual,MNG,Mongolia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_53,Period: 2011-2018,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,7.489369,,,,,,,8.099156,,,,
A,Annual,MNG,Mongolia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_54,Period: 2016-2018,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,7.710069,,8.099156,,,,
A,Annual,MNG,Mongolia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_7,Period: 2011-2016,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,7.489369,,,,,7.710069,,,,,,
A,Annual,MOZ,Mozambique,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_40,Period: 2008-2014,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,1.451195,,,,,,1.604767,,,,,,,,
A,Annual,MOZ,Mozambique,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_55,Period: 2002-2008,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,1.148758,,,,,,1.451195,,,,,,,,,,,,,,
A,Annual,MOZ,Mozambique,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_9,Period: 2014-2019,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,1.604767,,,,,1.298211,,,
A,Annual,MRT,Mauritania,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_40,Period: 2008-2014,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,4.698435,,,,,,5.30038,,,,,,,,
A,Annual,MUS,Mauritius,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_47,Period: 2006-2012,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,10.2544,,,,,,11.22188,,,,,,,,,,
A,Annual,MUS,Mauritius,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_8,Period: 2012-2017,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,11.22188,,,,,12.73115,,,,,
A,Annual,MWI,Malawi,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_18,Period: 2010-2016,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,1.515982,,,,,,1.649661,,,,,,
A,Annual,MWI,Malawi,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_41,Period: 2004-2010,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,1.583824,,,,,,1.515982,,,,,,,,,,,,
A,Annual,MWI,Malawi,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_52,Period: 2016-2019,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,1.649661,,,1.533903,,,
A,Annual,MYS,Malaysia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_16,Period: 2011-2015,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,16.25542,,,,21.62499,,,,,,,
A,Annual,MYS,Malaysia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_20,Period: 2015-2018,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,21.62499,,,24.21878,,,,
A,Annual,NAM,Namibia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_24,Period: 2009-2015,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,3.530307,,,,,,5.684174,,,,,,,
A,Annual,NAM,Namibia,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_56,Period: 2003-2009,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,2.905627,,,,,,3.530307,,,,,,,,,,,,,
A,Annual,NER,Niger,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_31,Period: 2007-2014,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,1.311246,,,,,,,2.011065,,,,,,,,
A,Annual,NER,Niger,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_44,Period: 2011-2014,WB_PIP_C,Welfare type: Consumption,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,1.868261,,,2.011065,,,,,,,,
A,Annual,NIC,Nicaragua,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_57,Period: 2005-2009,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,5.539941,,,,5.977652,,,,,,,,,,,,,
A,Annual,NIC,Nicaragua,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_6,Period: 2009-2014,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,5.977652,,,,,8.074234,,,,,,,,
A,Annual,NLD,Netherlands,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_13,Period: 2010-2015,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,49.47033,,,,,50.35092,,,,,,,
A,Annual,NLD,Netherlands,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_15,Period: 2015-2020,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,50.35092,,,,,58.78467,,
A,Annual,NLD,Netherlands,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_3,Period: 2013-2018,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,46.76653,,,,,53.12492,,,,
A,Annual,NLD,Netherlands,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_5,Period: 2007-2012,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,49.21512,,,,,48.1222,,,,,,,,,,
A,Annual,NLD,Netherlands,WB_SHP_MEDIAN,Median consumption or income per capita of all population (2017 PPP $ per day),USD,US dollars,WB_SHP_PERIOD_6,Period: 2009-2014,WB_PIP_I,Welfare type: Income,WB_SHP,Global Database Of Shared Prosperity,0,Units,A,Normal value,PU,Public,,,,,,,,49.90358,,,,,47.26915,,,,,,,,
